City,Company,Department,DisplayName,EmailAddress,EmployeeId,EmployeeType,EmployeeHireDate,HierarchyLevel,Organization,BusinessArea,ResponsibilityArea,ServiceArea,ServiceUnit,WorkLocation,EmployeeOrgData,Office,physicalDeliveryOfficeName,PostalCode,StreetAddress,StateOrProvince,CountryOrRegion,Title,BusinessPhone,MobilePhone,MailNickname,Manager,Sponsors,OtherEmails,ProxyAddresses,FaxNumber,IMAddresses,PreferredLanguage,AccountStatus,DataOrigin
Jyväskylä,Keski-Suomen hyvinvointialue,Hyvinvointialueen johto,Koskinen Mikael,mikael.koskinen@example.invalid,SYN-HYVAKS-000001,Vakituinen,2008-08-08,Hyvinvointialue,"Hyvinvointialue, Keski-Suomi",Koko hyvinvointialue,Hyvinvointialueen johto,Hyvinvointialueen johto,Hyvinvointialueen johto,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Koko hyvinvointialue; Vastuualue=Hyvinvointialueen johto; Palvelualue=Hyvinvointialueen johto; Palveluyksikkö=Hyvinvointialueen johto; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Hyvinvointialuejohtaja,+358142000001,+35845100001,mikael.koskinen,,,,SMTP:mikael.koskinen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Hirvonen Joonas,joonas.hirvonen2@example.invalid,SYN-HYVAKS-004434,Vakituinen,2007-03-03,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Tietoturva-asiantuntija,+358142004434,+35844104434,joonas.hirvonen2,SYN-HYVAKS-000021,,,SMTP:joonas.hirvonen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Heikkilä Leena,leena.heikkila3@example.invalid,SYN-HYVAKS-004435,Vakituinen,2000-07-15,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142004435,+35840104435,leena.heikkila3,SYN-HYVAKS-000016,,,SMTP:leena.heikkila3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Savolainen Eeva,eeva.savolainen3@example.invalid,SYN-HYVAKS-004436,Vakituinen,2011-09-10,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Integraatioasiantuntija,+358142004436,+35850104436,eeva.savolainen3,SYN-HYVAKS-000027,,,SMTP:eeva.savolainen3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Tilapalveluiden johtaminen,Kallio Mikael,mikael.kallio@example.invalid,SYN-HYVAKS-004437,Osa-aikainen,2005-01-24,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tilapalvelut,Tilapalveluiden johtaminen,Tilapalveluiden johtaminen,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tilapalvelut; Palvelualue=Tilapalveluiden johtaminen; Palveluyksikkö=Tilapalveluiden johtaminen; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Kiinteistöasiantuntija,+358142004437,+35840104437,mikael.kallio,SYN-HYVAKS-000032,,,SMTP:mikael.kallio@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Koskinen Juha,juha.koskinen4@example.invalid,SYN-HYVAKS-004438,Vakituinen,2019-05-10,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Konesaliasiantuntija,+358142004438,+35844104438,juha.koskinen4,SYN-HYVAKS-000023,,,SMTP:juha.koskinen4@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Rantanen Heli,heli.rantanen6@example.invalid,SYN-HYVAKS-004439,Vakituinen,1998-09-13,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Verkkoasiantuntija,+358142004439,+35844104439,heli.rantanen6,SYN-HYVAKS-000021,,,SMTP:heli.rantanen6@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Ahonen Kaisa,kaisa.ahonen@example.invalid,SYN-HYVAKS-004440,Osa-aikainen,2014-12-11,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Verkkoasiantuntija,+358142004440,+35850104440,kaisa.ahonen,SYN-HYVAKS-000021,,,SMTP:kaisa.ahonen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Projektit ja kehittäminen,Järvinen Anni,anni.jarvinen3@example.invalid,SYN-HYVAKS-004441,Vakituinen,2002-02-09,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Projektit ja kehittäminen,Projektit ja kehittäminen,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Projektit ja kehittäminen; Palveluyksikkö=Projektit ja kehittäminen; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Tuoteomistaja,+358142004441,+35845104441,anni.jarvinen3,SYN-HYVAKS-000020,,,SMTP:anni.jarvinen3@example.invalid,,,en-US,Aktiivinen,synthetic-development-data
Viitasaari,Keski-Suomen hyvinvointialue,Tilapalveluiden johtaminen,Kinnunen Pekka,pekka.kinnunen3@example.invalid,SYN-HYVAKS-004442,Vakituinen,2006-03-10,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tilapalvelut,Tilapalveluiden johtaminen,Tilapalveluiden johtaminen,"TERVEYSKESKUKSENTIE 2, 44500 Viitasaari","Toimiala=Konsernipalvelut; Vastuualue=Tilapalvelut; Palvelualue=Tilapalveluiden johtaminen; Palveluyksikkö=Tilapalveluiden johtaminen; Toimipiste=TERVEYSKESKUKSENTIE 2, 44500 Viitasaari",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,44500,TERVEYSKESKUKSENTIE 2,Keski-Suomi,Suomi,Kiinteistöasiantuntija,+358142004442,+35844104442,pekka.kinnunen3,SYN-HYVAKS-000036,,,SMTP:pekka.kinnunen3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Rautio Liisa,liisa.rautio2@example.invalid,SYN-HYVAKS-004443,Vakituinen,1999-08-14,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Järjestelmäasiantuntija,+358142004443,+35844104443,liisa.rautio2,SYN-HYVAKS-000015,,,SMTP:liisa.rautio2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Tilapalveluiden johtaminen,Salonen Lauri,lauri.salonen3@example.invalid,SYN-HYVAKS-004444,Vakituinen,1999-11-29,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tilapalvelut,Tilapalveluiden johtaminen,Tilapalveluiden johtaminen,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tilapalvelut; Palvelualue=Tilapalveluiden johtaminen; Palveluyksikkö=Tilapalveluiden johtaminen; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Kiinteistöasiantuntija,+358142004444,+35850104444,lauri.salonen3,SYN-HYVAKS-000032,,,SMTP:lauri.salonen3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Projektit ja kehittäminen,Kallio Paula,paula.kallio2@example.invalid,SYN-HYVAKS-004445,Vakituinen,2012-03-02,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Projektit ja kehittäminen,Projektit ja kehittäminen,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Projektit ja kehittäminen; Palveluyksikkö=Projektit ja kehittäminen; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Projektisuunnittelija,+358142004445,+35840104445,paula.kallio2,SYN-HYVAKS-000020,,,SMTP:paula.kallio2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Savolainen Aino,aino.savolainen2@example.invalid,SYN-HYVAKS-004446,Vakituinen,2025-08-12,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Laitetukiasiantuntija,+358142004446,+35850104446,aino.savolainen2,SYN-HYVAKS-000015,,,SMTP:aino.savolainen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Hirvonen Sami,sami.hirvonen2@example.invalid,SYN-HYVAKS-004447,Vakituinen,2008-09-02,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142004447,+35845104447,sami.hirvonen2,SYN-HYVAKS-000018,,,SMTP:sami.hirvonen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Tietohallinto yhteiset,Karjalainen Minna,minna.karjalainen2@example.invalid,SYN-HYVAKS-004448,Vakituinen,2015-04-23,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallinto yhteiset,Tietohallinto yhteiset,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallinto yhteiset; Palveluyksikkö=Tietohallinto yhteiset; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Hallinnon asiantuntija,+358142004448,+35840104448,minna.karjalainen2,SYN-HYVAKS-000014,,,SMTP:minna.karjalainen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Laakso Leena,leena.laakso3@example.invalid,SYN-HYVAKS-004449,Vakituinen,2000-12-22,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Tietoasiantuntija,+358142004449,+35840104449,leena.laakso3,SYN-HYVAKS-000027,,,SMTP:leena.laakso3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Peltonen Leena,leena.peltonen@example.invalid,SYN-HYVAKS-004450,Vakituinen,2015-10-21,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Digitalisaatioasiantuntija,+358142004450,+35845104450,leena.peltonen,SYN-HYVAKS-000027,,,SMTP:leena.peltonen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Hirvonen Jere,jere.hirvonen4@example.invalid,SYN-HYVAKS-004451,Vakituinen,2008-07-04,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142004451,+35840104451,jere.hirvonen4,SYN-HYVAKS-000016,,,SMTP:jere.hirvonen4@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Ahonen Ville,ville.ahonen@example.invalid,SYN-HYVAKS-004452,Vakituinen,2001-06-25,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142004452,+35845104452,ville.ahonen,SYN-HYVAKS-000016,,,SMTP:ville.ahonen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Sillanpää Tuula,tuula.sillanpaa2@example.invalid,SYN-HYVAKS-004453,Määräaikainen,2020-12-13,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Prosessikehittäjä,+358142004453,+35850104453,tuula.sillanpaa2,SYN-HYVAKS-000025,,,SMTP:tuula.sillanpaa2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Projektit ja kehittäminen,Saarinen Jaana,jaana.saarinen2@example.invalid,SYN-HYVAKS-004454,Vakituinen,2004-08-26,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Projektit ja kehittäminen,Projektit ja kehittäminen,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Projektit ja kehittäminen; Palveluyksikkö=Projektit ja kehittäminen; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Projektisuunnittelija,+358142004454,+35850104454,jaana.saarinen2,SYN-HYVAKS-000019,,,SMTP:jaana.saarinen2@example.invalid,,,en-US,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Projektit ja kehittäminen,Räsänen Heli,heli.rasanen3@example.invalid,SYN-HYVAKS-004455,Vakituinen,2020-08-20,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Projektit ja kehittäminen,Projektit ja kehittäminen,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Projektit ja kehittäminen; Palveluyksikkö=Projektit ja kehittäminen; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Palvelumuotoilija,+358142004455,+35844104455,heli.rasanen3,SYN-HYVAKS-000019,,,SMTP:heli.rasanen3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Toivonen Heikki,heikki.toivonen3@example.invalid,SYN-HYVAKS-004456,Vakituinen,2021-01-23,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Konesaliasiantuntija,+358142004456,+35845104456,heikki.toivonen3,SYN-HYVAKS-000023,,,SMTP:heikki.toivonen3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Mäkinen Leena,leena.makinen2@example.invalid,SYN-HYVAKS-004457,Vakituinen,2024-02-19,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Käyttäjätukiasiantuntija,+358142004457,+35840104457,leena.makinen2,SYN-HYVAKS-000018,,,SMTP:leena.makinen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Salo Johanna,johanna.salo3@example.invalid,SYN-HYVAKS-004458,Vakituinen,2003-12-27,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Prosessikehittäjä,+358142004458,+35845104458,johanna.salo3,SYN-HYVAKS-000027,,,SMTP:johanna.salo3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Väisänen Ville,ville.vaisanen4@example.invalid,SYN-HYVAKS-004459,Vakituinen,2024-08-03,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Verkkoasiantuntija,+358142004459,+35844104459,ville.vaisanen4,SYN-HYVAKS-000022,,,SMTP:ville.vaisanen4@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Salonen Eemeli,eemeli.salonen3@example.invalid,SYN-HYVAKS-004460,Vakituinen,2010-04-10,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Käyttäjätukiasiantuntija,+358142004460,+35844104460,eemeli.salonen3,SYN-HYVAKS-000016,,,SMTP:eemeli.salonen3@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Manninen Marika,marika.manninen3@example.invalid,SYN-HYVAKS-004461,Vakituinen,2026-02-14,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Integraatioasiantuntija,+358142004461,+35850104461,marika.manninen3,SYN-HYVAKS-000025,,,SMTP:marika.manninen3@example.invalid,,,en-US,Aktiivinen,synthetic-development-data
