City,Company,Department,DisplayName,EmailAddress,EmployeeId,EmployeeType,EmployeeHireDate,HierarchyLevel,Organization,BusinessArea,ResponsibilityArea,ServiceArea,ServiceUnit,WorkLocation,EmployeeOrgData,Office,physicalDeliveryOfficeName,PostalCode,StreetAddress,StateOrProvince,CountryOrRegion,Title,BusinessPhone,MobilePhone,MailNickname,Manager,Sponsors,OtherEmails,ProxyAddresses,FaxNumber,IMAddresses,PreferredLanguage,AccountStatus,DataOrigin
Jyväskylä,Keski-Suomen hyvinvointialue,Hyvinvointialueen johto,Koskinen Mikael,mikael.koskinen@example.invalid,SYN-HYVAKS-000001,Vakituinen,2008-08-08,Hyvinvointialue,"Hyvinvointialue, Keski-Suomi",Koko hyvinvointialue,Hyvinvointialueen johto,Hyvinvointialueen johto,Hyvinvointialueen johto,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Koko hyvinvointialue; Vastuualue=Hyvinvointialueen johto; Palvelualue=Hyvinvointialueen johto; Palveluyksikkö=Hyvinvointialueen johto; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Hyvinvointialuejohtaja,+358142000001,+35845100001,mikael.koskinen,,,,SMTP:mikael.koskinen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Äänekoski,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Suomalainen Sampo,sampo.suomalainen@example.invalid,SYN-HYVAKS-000224,Vakituinen,2012-06-14,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"KESKUSKATU 14, 44100 Äänekoski","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=KESKUSKATU 14, 44100 Äänekoski",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,44100,KESKUSKATU 14,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142000224,+35850100224,sampo.suomalainen,SYN-HYVAKS-000017,,,SMTP:sampo.suomalainen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Projektit ja kehittäminen,Nieminen Jaana,jaana.nieminen@example.invalid,SYN-HYVAKS-000225,Määräaikainen,2015-04-07,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Projektit ja kehittäminen,Projektit ja kehittäminen,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Projektit ja kehittäminen; Palveluyksikkö=Projektit ja kehittäminen; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Tuoteomistaja,+358142000225,+35840100225,jaana.nieminen,SYN-HYVAKS-000020,,,SMTP:jaana.nieminen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Koskinen Satu,satu.koskinen@example.invalid,SYN-HYVAKS-000226,Määräaikainen,1999-05-25,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Laitetukiasiantuntija,+358142000226,+35845100226,satu.koskinen,SYN-HYVAKS-000018,,,SMTP:satu.koskinen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Leppänen Timo,timo.leppanen@example.invalid,SYN-HYVAKS-000227,Vakituinen,2009-06-04,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Käyttäjätukiasiantuntija,+358142000227,+35850100227,timo.leppanen,SYN-HYVAKS-000018,,,SMTP:timo.leppanen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Leppänen Mikael,mikael.leppanen@example.invalid,SYN-HYVAKS-000228,Vakituinen,2003-04-21,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Konesaliasiantuntija,+358142000228,+35844100228,mikael.leppanen,SYN-HYVAKS-000021,,,SMTP:mikael.leppanen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Mattila Mika,mika.mattila@example.invalid,SYN-HYVAKS-000229,Vakituinen,2008-05-31,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142000229,+35850100229,mika.mattila,SYN-HYVAKS-000018,,,SMTP:mika.mattila@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Karjalainen Vesa,vesa.karjalainen2@example.invalid,SYN-HYVAKS-000230,Määräaikainen,2026-02-14,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Tietoturva-asiantuntija,+358142000230,+35844100230,vesa.karjalainen2,SYN-HYVAKS-000023,,,SMTP:vesa.karjalainen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Projektit ja kehittäminen,Räsänen Paula,paula.rasanen2@example.invalid,SYN-HYVAKS-000231,Määräaikainen,2003-10-30,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Projektit ja kehittäminen,Projektit ja kehittäminen,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Projektit ja kehittäminen; Palveluyksikkö=Projektit ja kehittäminen; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Projektisuunnittelija,+358142000231,+35845100231,paula.rasanen2,SYN-HYVAKS-000019,,,SMTP:paula.rasanen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Tilapalveluiden johtaminen,Leppänen Tuula,tuula.leppanen@example.invalid,SYN-HYVAKS-000232,Vakituinen,2008-09-13,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tilapalvelut,Tilapalveluiden johtaminen,Tilapalveluiden johtaminen,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tilapalvelut; Palvelualue=Tilapalveluiden johtaminen; Palveluyksikkö=Tilapalveluiden johtaminen; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Huoltoinsinööri,+358142000232,+35840100232,tuula.leppanen,SYN-HYVAKS-000032,,,SMTP:tuula.leppanen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Viestintäpalvelut,Koskinen Tiina,tiina.koskinen@example.invalid,SYN-HYVAKS-000233,Vakituinen,2009-12-06,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Viestintäpalvelut,Viestintäpalvelut,Viestintäpalvelut,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Viestintäpalvelut; Palvelualue=Viestintäpalvelut; Palveluyksikkö=Viestintäpalvelut; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Sisällöntuottaja,+358142000233,+35845100233,tiina.koskinen,SYN-HYVAKS-000029,,,SMTP:tiina.koskinen@example.invalid,,,sv-FI,Aktiivinen,synthetic-development-data
Äänekoski,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Mäkinen Meri,meri.makinen@example.invalid,SYN-HYVAKS-000234,Vakituinen,2010-06-19,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"KESKUSKATU 14, 44100 Äänekoski","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=KESKUSKATU 14, 44100 Äänekoski",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,44100,KESKUSKATU 14,Keski-Suomi,Suomi,Verkkoasiantuntija,+358142000234,+35850100234,meri.makinen,SYN-HYVAKS-000024,,,SMTP:meri.makinen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Hakala Heikki,heikki.hakala@example.invalid,SYN-HYVAKS-000235,Määräaikainen,2010-05-18,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Prosessikehittäjä,+358142000235,+35850100235,heikki.hakala,SYN-HYVAKS-000027,,,SMTP:heikki.hakala@example.invalid,,,en-US,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Pitkänen Antti,antti.pitkanen@example.invalid,SYN-HYVAKS-000236,Vakituinen,2001-12-20,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Teknologia-asiantuntija,+358142000236,+35845100236,antti.pitkanen,SYN-HYVAKS-000023,,,SMTP:antti.pitkanen@example.invalid,,,sv-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Ahonen Teemu,teemu.ahonen@example.invalid,SYN-HYVAKS-000237,Määräaikainen,2019-05-13,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142000237,+35840100237,teemu.ahonen,SYN-HYVAKS-000015,,,SMTP:teemu.ahonen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Kinnunen Jukka,jukka.kinnunen@example.invalid,SYN-HYVAKS-000238,Vakituinen,2024-08-31,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Konesaliasiantuntija,+358142000238,+35850100238,jukka.kinnunen,SYN-HYVAKS-000023,,,SMTP:jukka.kinnunen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Uusitalo Viivi,viivi.uusitalo@example.invalid,SYN-HYVAKS-000239,Vakituinen,2015-05-25,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Teknologia-asiantuntija,+358142000239,+35850100239,viivi.uusitalo,SYN-HYVAKS-000023,,,SMTP:viivi.uusitalo@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Nykänen Joonas,joonas.nykanen@example.invalid,SYN-HYVAKS-000240,Sijainen,2011-12-08,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Integraatioasiantuntija,+358142000240,+35850100240,joonas.nykanen,SYN-HYVAKS-000027,,,SMTP:joonas.nykanen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jämsä,Keski-Suomen hyvinvointialue,Viestintäpalvelut,Ojala Nina,nina.ojala@example.invalid,SYN-HYVAKS-000241,Sijainen,2018-06-02,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Viestintäpalvelut,Viestintäpalvelut,Viestintäpalvelut,"SAIRAALANTIE 8, 42100 Jämsä","Toimiala=Konsernipalvelut; Vastuualue=Viestintäpalvelut; Palvelualue=Viestintäpalvelut; Palveluyksikkö=Viestintäpalvelut; Toimipiste=SAIRAALANTIE 8, 42100 Jämsä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,42100,SAIRAALANTIE 8,Keski-Suomi,Suomi,Sisällöntuottaja,+358142000241,+35850100241,nina.ojala,SYN-HYVAKS-000030,,,SMTP:nina.ojala@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Repo Timo,timo.repo@example.invalid,SYN-HYVAKS-000242,Vakituinen,2004-03-14,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Verkkoasiantuntija,+358142000242,+35840100242,timo.repo,SYN-HYVAKS-000021,,,SMTP:timo.repo@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Viestintäpalvelut,Manninen Aino,aino.manninen@example.invalid,SYN-HYVAKS-000243,Vakituinen,2018-10-18,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Viestintäpalvelut,Viestintäpalvelut,Viestintäpalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Viestintäpalvelut; Palvelualue=Viestintäpalvelut; Palveluyksikkö=Viestintäpalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Verkkoviestinnän asiantuntija,+358142000243,+35840100243,aino.manninen,SYN-HYVAKS-000028,,,SMTP:aino.manninen@example.invalid,,,en-US,Aktiivinen,synthetic-development-data
Äänekoski,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Niemi Outi,outi.niemi@example.invalid,SYN-HYVAKS-000244,Vakituinen,1998-06-12,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"KESKUSKATU 14, 44100 Äänekoski","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=KESKUSKATU 14, 44100 Äänekoski",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,44100,KESKUSKATU 14,Keski-Suomi,Suomi,Teknologia-asiantuntija,+358142000244,+35850100244,outi.niemi,SYN-HYVAKS-000024,,,SMTP:outi.niemi@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Tietohallintopalvelut,Takala Vesa,vesa.takala@example.invalid,SYN-HYVAKS-000245,Vakituinen,2025-02-23,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Tietohallintopalvelut,Tietohallintopalvelut,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Tietohallintopalvelut; Palveluyksikkö=Tietohallintopalvelut; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Tietohallinnon asiantuntija,+358142000245,+35845100245,vesa.takala,SYN-HYVAKS-000018,,,SMTP:vesa.takala@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Laukaa,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Koskela Kimmo,kimmo.koskela@example.invalid,SYN-HYVAKS-000246,Vakituinen,2024-12-21,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"TERVEYSTIE 5, 41340 Laukaa","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=TERVEYSTIE 5, 41340 Laukaa",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,41340,TERVEYSTIE 5,Keski-Suomi,Suomi,Integraatioasiantuntija,+358142000246,+35845100246,kimmo.koskela,SYN-HYVAKS-000027,,,SMTP:kimmo.koskela@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Roiha Joonas,joonas.roiha@example.invalid,SYN-HYVAKS-000247,Vakituinen,1998-08-09,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Tietoturva-asiantuntija,+358142000247,+35845100247,joonas.roiha,SYN-HYVAKS-000021,,,SMTP:joonas.roiha@example.invalid,,,en-US,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Pitkänen Juha,juha.pitkanen2@example.invalid,SYN-HYVAKS-000248,Sijainen,2023-06-20,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Integraatioasiantuntija,+358142000248,+35845100248,juha.pitkanen2,SYN-HYVAKS-000026,,,SMTP:juha.pitkanen2@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Palveluprosessien digitalisaatio,Mäkinen Vesa,vesa.makinen@example.invalid,SYN-HYVAKS-000249,Osa-aikainen,1999-03-15,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Palveluprosessien digitalisaatio,Palveluprosessien digitalisaatio,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Palveluprosessien digitalisaatio; Palveluyksikkö=Palveluprosessien digitalisaatio; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Tietoasiantuntija,+358142000249,+35840100249,vesa.makinen,SYN-HYVAKS-000025,,,SMTP:vesa.makinen@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Salo Eeva,eeva.salo@example.invalid,SYN-HYVAKS-000250,Vakituinen,2024-02-05,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HYVINVOINTIKATU 12, 40100 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HYVINVOINTIKATU 12, 40100 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40100,HYVINVOINTIKATU 12,Keski-Suomi,Suomi,Verkkoasiantuntija,+358142000250,+35840100250,eeva.salo,SYN-HYVAKS-000022,,,SMTP:eeva.salo@example.invalid,,,fi-FI,Aktiivinen,synthetic-development-data
Jyväskylä,Keski-Suomen hyvinvointialue,Teknologiapalvelut,Uusitalo Riikka,riikka.uusitalo@example.invalid,SYN-HYVAKS-000251,Vakituinen,2017-03-21,Toimipiste,"Hyvinvointialue, Keski-Suomi",Konsernipalvelut,Tietohallinto,Teknologiapalvelut,Teknologiapalvelut,"HOITAJANTIE 1, 40620 Jyväskylä","Toimiala=Konsernipalvelut; Vastuualue=Tietohallinto; Palvelualue=Teknologiapalvelut; Palveluyksikkö=Teknologiapalvelut; Toimipiste=HOITAJANTIE 1, 40620 Jyväskylä",KESKI-SUOMEN HYVINVOINTIALUE,KESKI-SUOMEN HYVINVOINTIALUE,40620,HOITAJANTIE 1,Keski-Suomi,Suomi,Palveluarkkitehti,+358142000251,+35850100251,riikka.uusitalo,SYN-HYVAKS-000021,,,SMTP:riikka.uusitalo@example.invalid,,,en-US,Aktiivinen,synthetic-development-data
